"","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Ratings.Source","Ratings.Value","Metascore","imdbRating","imdbVotes","imdbID","Type","tomatoMeter","tomatoImage","tomatoRating","tomatoReviews","tomatoFresh","tomatoRotten","tomatoConsensus","tomatoUserMeter","tomatoUserRating","tomatoUserReviews","tomatoURL","DVD","BoxOffice","Production","Website","Response"
"188","Pyaar Ka Punchnama 2","2015","N/A","16 Oct 2015","137 min","Comedy, Drama, Romance","Luv Ranjan","Luv Ranjan (story), Rahul Mody (screenplay), Tarun Jain (screenplay), Luv Ranjan (screenplay)","Sunny Singh Nijjar, Sonalli Sehgal, Kartik Aaryan, Nushrat Bharucha","After falling in love, three roommates experience changes in their lives.","Hindi","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxNDY5NjA5NV5BMl5BanBnXkFtZTgwNjcyMTk5NjE@._V1_SX300.jpg","Internet Movie Database","7.4/10","N/A","7.4","10,041","tt4430136","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/pyaar_ka_punchnama_2/","N/A","$39,312","Panorama Studios","N/A","True"
"189","Bhool Bhulaiyaa","2007","N/A","12 Oct 2007","159 min","Comedy, Horror, Mystery","Priyadarshan","Neeraj Vora (screenplay), Manisha Korde (dialogue), Madhu Muttam (original story)","Akshay Kumar, Vidya Balan, Ameesha Patel, Shiney Ahuja","When U.S.-based Siddharth visits his Indian home town with his new wife, he insists they stay at the ancestral home, laughing off family members' warnings of ghostly goings-on in the ...","Hindi, Bengali","India","11 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyMjQ1Mjg5MV5BMl5BanBnXkFtZTgwOTk3MTA2MDE@._V1_SX300.jpg","Internet Movie Database","7.3/10","N/A","7.3","14,307","tt0995031","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/bhool_bhulaiyaa/","04 Dec 2007","$1,000,000","Eros Entertainment","http://www.bhoolbhulaiyaa.com","True"
"190","Dookudu","2011","N/A","23 Sep 2011","170 min","Action, Comedy","Sreenu Vaitla","Gopimohan (story), Vintha Upendra Reddy Upendra Madhav (Associate Writer), Kona Venkat (dialogue)","Mahesh Babu, Samantha Ruth Prabhu, Sonu Sood, Srinivasa Rao Kota","Ajay, (Mahesh Babu) an undercover cop, is assigned to catch a dangerous mafia don with whom he has a personal score to settle.","Telugu","India","32 wins & 4 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjg4OTgwNTExNF5BMl5BanBnXkFtZTcwMTMzNTM4Ng@@._V1_SX300.jpg","Internet Movie Database","7.6/10","N/A","7.6","10,197","tt1756476","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/dookudu_2011/","N/A","N/A","Ficus","http://www.princemahesh.com","True"
"191","Shanghai","2012","N/A","08 Jun 2012","120 min","Crime, Thriller","Dibakar Banerjee","Vasilis Vasilikos (adapted from the novel 'Z' by), Urmi Juvekar (screenplay), Dibakar Banerjee (screenplay)","Emraan Hashmi, Abhay Deol, Prasenjit Chatterjee, Kalki Koechlin","Prime leader of a campaign against a big government project is killed in what appears to be a road accident. An IAS officer is ordered to probe the incident and the veils of falsehood begin to drop.","Hindi","India","2 wins & 4 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4MTAwODQ2N15BMl5BanBnXkFtZTcwNDY3MzM3Nw@@._V1_SX300.jpg","Internet Movie Database","7.3/10","N/A","7.3","7,854","tt2072227","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/shanghai_2012/","N/A","N/A","FLF Films","http://www.facebook.com/ShanghaiTheFilm","True"
"192","Namastey London","2007","N/A","23 Mar 2007","128 min","Comedy, Drama, Romance","Vipul Amrutlal Shah","Suresh Nair, Ritesh Shah (dialogue)","Akshay Kumar, Katrina Kaif, Rishi Kapoor, Clive Standen","A man takes his thoroughly-British daughter to his home country, India. There, he arranges her marriage to someone she considers a fool. The daughter attempts to outwit them, but the groom quietly and patiently hatches his own plan.","Hindi, German","India","1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BM2E3OGZiZjgtMDYzYy00OWIzLTlmZDItOWEwYWE5MjdmMWFjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg","Internet Movie Database","7.3/10","N/A","7.3","16,653","tt0795434","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/namastey-london/","05 Jun 2007","$1,000,000","Eros Entertainment","http://erosentertainment.com/namasteylondon/","True"
"193","Taxi No. 9 2 11: Nau Do Gyarah","2006","N/A","24 Feb 2006","116 min","Comedy, Drama, Thriller","Milan Luthria","Rajat Arora (story), Rajat Arora, Vishal Dadlani (lyrics), Dev Kohli (lyrics)","Nana Patekar, John Abraham, Sonali Kulkarni, Sameera Reddy","A cabbie (Patekar) and businessman (Abraham) both in need of big money partake in a two-hour adventure together.","Hindi","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BOTgxMTc0NTItODUyYy00ODY1LTg0NDEtZGI0MzQxZGY5NmFhXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg","Internet Movie Database","7.2/10","N/A","7.2","6,203","tt0476884","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/taxi_number_9211/","09 May 2006","$102,466","UTV Communications","http://www.taxi9211.com/","True"
"194","Tere Bin Laden","2010","NOT RATED","16 Jul 2010","95 min","Comedy, Drama","Abhishek Sharma","Mohammad Ahmad (dialogue), Abhishek Sharma (story & screenplay)","Ali Zafar, Pradhuman Singh, Piyush Mishra, Nikhil Ratnaparkhi","A reporter casts a fake Bin Laden to act in his video message to America, so he can immigrate there.","Hindi, Urdu, English, Panjabi, Arabic","India","1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NDM4NjcyMF5BMl5BanBnXkFtZTcwMzA1NTI3Mw@@._V1_SX300.jpg","Internet Movie Database","7.2/10","N/A","7.2","8,356","tt1629391","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/tere_bin_laden/","23 Nov 2010","N/A","Vista India","http://www.terebinladen.com/","True"
"195","No One Killed Jessica","2011","N/A","07 Jan 2011","136 min","Biography, Crime, Drama","Raj Kumar Gupta","Amitabh Bhattacharya (lyrics), Raj Kumar Gupta (story screenplay and dialogue)","Rani Mukerji, Vidya Balan, Myra Karn, Neil Bhoopalam","A journalist, who is more of an activist teams up with the sister of a murdered model, as she gets interested in the case and wants to bring justice to her case.","Hindi, English","India","1 win & 9 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4Mzk0NDY3OV5BMl5BanBnXkFtZTcwMjE1MTkyNA@@._V1_SX300.jpg","Internet Movie Database","7.2/10","N/A","7.2","8,235","tt1734110","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/no_one_killed_jessica/","08 Mar 2011","$439,801","UTV Communications","http://www.noonekilledjessica.com/","True"
"196","Jolly LLB 2","2017","N/A","10 Feb 2017","137 min","Action, Comedy, Drama","Subhash Kapoor","Subhash Kapoor","Akshay Kumar, Huma Qureshi, Saurabh Shukla, Annu Kapoor","Jolly is a clumsy lawyer who is faced with representing the most critical court case of his career.","Hindi, Kashmiri","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMDY5MzFlYzEtNTg0YS00OGM5LWI1ZDMtZDkxN2Y2OTI1NGUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjM1NjkwMDI@._V1_SX300.jpg","Internet Movie Database","7.4/10","N/A","7.4","11,255","tt5982852","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.rottentomatoes.com/m/jolly_llb_2","N/A","$1,632,440","Fox Star India","N/A","True"
"197","Te3n","2016","N/A","10 Jun 2016","136 min","Drama, Mystery, Thriller","Ribhu Dasgupta","Bijesh Jayarajan (screenplay), Geun-seop Jeong (story by: based on Korean film ""Montage""), Suresh Nair (screenplay), Ritesh Shah (dialogue)","Amitabh Bachchan, Nawazuddin Siddiqui, Vidya Balan, Sabyasachi Chakraborty","A grandfather, a priest, and a police officer investigate the case of a kidnapped child.","Hindi","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMzE2NDYzNDc1OV5BMl5BanBnXkFtZTgwNTI1ODA4ODE@._V1_SX300.jpg","Internet Movie Database","7.3/10","N/A","7.3","7,462","tt4814290","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/te3n/","N/A","$258,066","Cinemaa Pictures","N/A","True"
"198","D-Day","2013","N/A","19 Jul 2013","153 min","Action, Adventure, Crime","Nikkhil Advani","Nikkhil Advani, Ritesh Shah, Suresh Nair, Niranjan Iyengar, Nikkhil Advani (screenplay), Ritesh Shah (dialogue)","Rishi Kapoor, Irrfan Khan, Arjun Rampal, Shruti Haasan","A team of experts dispatched to bring in The Most Wanted Man in India almost achieves the unthinkable ... until something goes horribly wrong.","Hindi","India","5 wins & 16 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4MDQzMjU3M15BMl5BanBnXkFtZTcwMDY1NzA4OQ@@._V1_SX300.jpg","Internet Movie Database","7.2/10","N/A","7.2","6,962","tt2385104","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/d_day_2013/","N/A","N/A","Yash Raj Films","http://www.waitfordday.com/","True"
"199","Nanban","2012","N/A","12 Jan 2012","188 min","Comedy, Drama, Romance","S. Shankar","Rajkumar Hirani (screenplay), Abhijat Joshi (screenplay), Madhan Karky (dialogue), S. Shankar (dialogue)","Joseph Vijay, Jiiva, Srikanth, Ileana D'Cruz","10 years after finishing college, two best friends and their enemy go on a search for their third friend, while finding out some truths along the way.","Tamil, Telugu","India","5 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMDg5ZjgxMzQtYjZkMy00MmM4LTljNTItZmUzNThlZGJiMzAwXkEyXkFqcGdeQXVyMzc1MDM1ODA@._V1_SX300.jpg","Internet Movie Database","7.6/10","N/A","7.6","9,011","tt2180477","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/nanban/","N/A","N/A","Gemini Film Circuit","N/A","True"
"200","Ayan","2009","N/A","03 Apr 2009","162 min","Action","Anand K.V.","A.N. Balakrishnan (dialogue), A.N. Balakrishnan (story and screenplay), Anand K.V. (story and screenplay), D. Suresh (dialogue), D. Suresh (story and screenplay)","Suriya, Tamannaah Bhatia, Prabhu, Jagan","A young man's smuggling lifestyle takes a serious turn, when a fierce rival tries to eliminate him from the business.","Tamil","India","3 wins & 9 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMzQ0YzA0MjItMDc5ZC00ZmI4LThjZjgtYjdiZTNmYWQ0MGY0XkEyXkFqcGdeQXVyNDA1NTY2Nzk@._V1_SX300.jpg","Internet Movie Database","7.3/10","N/A","7.3","5,769","tt1355546","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/ayan_2009/","N/A","N/A","Eros Entertainment","N/A","True"
"201","Nannaku Prematho","2016","N/A","12 Jan 2016","168 min","Action, Drama, Fantasy","Sukumar","Vikram Juthika (dialogue), Hussain Sha Kiran (additional story), Srinivas Rongali (dialogue), Buchi Babu Sana (dialogue), Sukumar","Junior N.T.R., Rakul Preet Singh, Jagapathi Babu, Rajendraprasad","An intelligent son of a former entrepreneur takes revenge on a powerful and rich businessman who is as smart as he is.","Telugu","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMWRiOTQyMzktNWZlNS00ZjYxLTkwNTItYzA4YzVkNWRkYzRjXkEyXkFqcGdeQXVyNjQ4ODc3Nzc@._V1_SX300.jpg","Internet Movie Database","7.9/10","N/A","7.9","5,822","tt5098128","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/nannaku_prematho/","N/A","N/A","N/A","N/A","True"
"202","Uppi 2","2015","NOT RATED","22 Aug 2015","135 min","Action, Mystery, Thriller","Upendra","Upendra","Upendra, Kristina Akheeva, Parul Yadav, Sayaji Shinde","A psychological thriller which depicts the fact that ""Today is a gift - that's why it's called Present"" in an unusual way. It is about a man called Neenu, who lives in the present. The film...","Kannada","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyMTA0NzY2NF5BMl5BanBnXkFtZTgwNDQ1ODk1NjE@._V1_SX300.jpg","Internet Movie Database","8.5/10","N/A","8.5","7,186","tt4833824","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"203","Paa","2009","N/A","04 Dec 2009","133 min","Comedy, Drama","R. Balki","R. Balki","Amitabh Bachchan, Abhishek Bachchan, Vidya Balan, Paresh Rawal","A father tries to help his son cope with a rare condition that causes the young boy to age beyond his years.","Hindi","India","11 wins & 10 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxNDAwMzc4M15BMl5BanBnXkFtZTcwODAzMzg5Mg@@._V1_SX300.jpg","Internet Movie Database","7.2/10","30","7.2","8,773","tt1532957","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/1221483-paa/","26 Jan 2010","$199,228","Big Pictures","http://www.paathefilm.com","True"
"204","Talaash","2012","NOT RATED","30 Nov 2012","140 min","Crime, Drama, Mystery","Reema Kagti","Farhan Akhtar (dialogue), Anurag Kashyap (additional dialogue), Zoya Akhtar (story), Reema Kagti (story), Zoya Akhtar (screenplay), Reema Kagti (screenplay)","Aamir Khan, Kareena Kapoor Khan, Nawazuddin Siddiqui, Rani Mukerji","Inspector Surjan Shekhawat, who is dealing with a depressing past, has to investigate a high profile murder case, deal with his crumbling marriage and use the help and solace of a prostitute by the name of Rosie.","Hindi, English, Marathi, Tamil","India","5 wins & 12 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BNTg5NzI3NzQzNl5BMl5BanBnXkFtZTcwMjM3MDU2OA@@._V1_SX300.jpg","Internet Movie Database","7.3/10","65","7.3","31,693","tt1787988","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/talaash/","27 Feb 2013","$2,706,375","Reliance Big Pictures","http://www.facebook.com/TalaashTheOfficial","True"
"205","Mohra","1994","N/A","01 Jul 1994","177 min","Action, Drama, Thriller","Rajiv Rai","Shabbir Boxwala (screenplay), Rajiv Rai (screenplay), Rajiv Rai (story), Naeem Sha (dialogue director), Dilip Shukla (dialogue)","Akshay Kumar, Raveena Tandon, Naseeruddin Shah, Sunil Shetty","Journalist Roma Singh is the daughter of a jailer. While taking a tour of the jail, she is molested by some of the inmates, and an inmate, Vishal Agnihotri comes to her assistance. She ...","Hindi","India","8 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwMTkzOTUwOV5BMl5BanBnXkFtZTcwNTgxNDE0MQ@@._V1_SX300.jpg","Internet Movie Database","7.2/10","N/A","7.2","5,738","tt0110546","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/mohra/","21 Dec 1999","N/A","N/A","N/A","True"
"206","Nh10","2015","N/A","13 Mar 2015","115 min","Crime, Drama, Horror","Navdeep Singh","Sudip Sharma","Anushka Sharma, Ravi Beniwal, Siddharth Bharadwaj, Neil Bhoopalam","On their way to a weekend retreat, a married couple find their dream vacation turn into a nightmare when they cross paths with a dangerous gang.","Hindi","India","4 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BOTUyMzk3MzQ5OV5BMl5BanBnXkFtZTgwNDM3MjM5NDE@._V1_SX300.jpg","Internet Movie Database","7.2/10","N/A","7.2","9,251","tt3742284","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/nh10/","N/A","$262,586","Eros Entertainment","N/A","True"
"207","Fanaa","2006","N/A","26 May 2006","168 min","Drama, Romance, Thriller","Kunal Kohli","Shibani Bathija (screenplay), Shibani Bathija (story), Shibani Bathija","Aamir Khan, Kajol, Rishi Kapoor, Tabu","A sweet blind girl Zooni meets a flirty Rehan. She ignores her friends' warnings. It's her time to discover life. Is she making the right love choice?","Hindi, Indonesian","India","5 wins & 2 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BYzhkNTYzMzktNmZlZi00YmU4LTlmYjgtZTJmYWJjZWI5ZGRkXkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_SX300.jpg","Internet Movie Database","7.2/10","N/A","7.2","24,735","tt0439662","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/1194626-fanaa/","26 Sep 2006","$2,047,752","Yash Raj Films","http://www1.yashrajfilms.com/fanaamicro/index.asp?popid=0","True"
"208","i","2015","N/A","14 Jan 2015","188 min","Action, Romance, Thriller","S. Shankar","A.N. Balakrishnan (dialogue), S. Shankar (story and screenplay), D. Suresh (dialogue)","Vikram, Amy Jackson, Suresh Gopi, Upen Patel","A successful model's professional and personal life takes an ugly turn when he develops a hunchback due to an injection. He then plots revenge against the people who ruined his life.","Tamil","India","4 wins & 6 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNDk3ODM1N15BMl5BanBnXkFtZTgwMTk1NjU5MzE@._V1_SX300.jpg","Internet Movie Database","7.4/10","N/A","7.4","14,645","tt2302966","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/i_2019/","N/A","N/A","Aascar Films","https://www.facebook.com/aascarfilm","True"
"209","Don","2006","NOT RATED","20 Oct 2006","171 min","Action, Crime, Thriller","Farhan Akhtar","Salim Khan (based on an original screenplay by), Javed Akhtar (based on an original screenplay by), Farhan Akhtar","Shah Rukh Khan, Priyanka Chopra, Arjun Rampal, Isha Koppikar","A simple man, Vijay, is recruited by a police officer to masquerade as Don, the leader of an international gang of smugglers. But things go wrong when the officer is killed and Vijay is left to fend for himself.","Hindi","India","1 win & 7 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BZWQyZDVmNjYtNWVkMC00YTQzLTk1NDgtMzVjMzZiMjM3NzMzXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg","Internet Movie Database","7.2/10","N/A","7.2","27,388","tt0461936","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/1168380-don/","12 Dec 2006","$2,209,023","UTV Communications","http://www.donthefilm.com/","True"
"210","Gunda","1998","N/A","N/A","129 min","Action, Comedy, Crime","Kanti Shah","Bashir Babar","Mithun Chakraborty, Verna Raj, Ishrat Ali, Rana Jung Bahadur","When a coolie's family is murdered by a group of gangsters and politicians, he swears revenge on them.","Hindi","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BN2NkYzhlMDQtM2QwOS00NjJmLWI1M2QtMDFjNzE4ZmFkZjkxXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg","Internet Movie Database","7.7/10","N/A","7.7","8,232","tt0497915","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/gunda/","N/A","N/A","N/A","N/A","True"
"211","Dedh Ishqiya","2014","N/A","10 Jan 2014","152 min","Comedy, Drama, Romance","Abhishek Chaubey","Vishal Bhardwaj (dialogue), Vishal Bhardwaj (screenplay), Abhishek Chaubey (screenplay), Darab Farooqui (story)","Naseeruddin Shah, Madhuri Dixit, Arshad Warsi, Huma Qureshi","Two lousy crooks find paradise in the seven stages of love.","Hindi, Urdu","India","3 wins & 11 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMzU3MDMxMV5BMl5BanBnXkFtZTgwMzM5MDk3MDE@._V1_SX300.jpg","Internet Movie Database","7.2/10","N/A","7.2","5,667","tt2675978","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/dedh_ishqiya/","N/A","N/A","Shemaroo Entertainment Inc.","https://www.facebook.com/DedhIshqiya","True"
"212","Bajirao Mastani","2015","N/A","18 Dec 2015","158 min","Action, Drama, History","Sanjay Leela Bhansali","Nagnath S. Inamdar (novel), Sanjay Leela Bhansali (additional writer), Prakash Kapadia","Ranveer Singh, Priyanka Chopra, Deepika Padukone, Tanvi Azmi","An account of the romance between the Maratha general, Baji Rao I and Mastani, princess of Bundelkhand.","Hindi","India","29 wins & 11 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMWI3YTA1MDktYWNjOS00MTE5LTkzMTQtOWNiODY2MjIzYTQwXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_SX300.jpg","Internet Movie Database","7.2/10","N/A","7.2","22,259","tt3735246","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/bajirao_mastani/","N/A","$6,557,047","SLB Films","N/A","True"
"213","Gadar: Ek Prem Katha","2001","N/A","15 Jun 2001","170 min","Action, Drama, Romance","Anil Sharma","Shaktimaan Talwar","Sunny Deol, Ameesha Patel, Amrish Puri, Lillete Dubey","Amongst the communal riots that erupt in the city, Tara shelters a wayward Sakina from a crazed mob and a bond that blossoms into love is created. The two eventually get married and have a ...","Hindi, Panjabi","India","6 wins & 33 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BZTQ2YjdlMTItY2RlNC00MjNlLWE2ODEtNjMxM2E3YjNlMzU2XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg","Internet Movie Database","7.1/10","N/A","7.1","7,125","tt0284137","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/gadar-ek-prem-katha-mutiny-a-love-story/","19 Feb 2007","N/A","N/A","N/A","True"
"214","Gabbar is Back","2015","N/A","01 May 2015","128 min","Action, Crime, Drama","Krish Jagarlamudi","A.R. Murugadoss (story), Rajat Arora (additional screenplay), Rajat Arora (dialogue)","Akshay Kumar, Shruti Haasan, Sunil Grover, Kareena Kapoor Khan","A grief-stricken man takes the law into his own hands when he begins to kidnap and murder corrupt public servants.","Hindi","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjQyMTY1NTc1NV5BMl5BanBnXkFtZTgwODUzMDIyNTE@._V1_SX300.jpg","Internet Movie Database","7.3/10","N/A","7.3","18,055","tt2424988","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/gabbar/","N/A","$276,429","Eros Entertainment","http://www.deewaneindia.com/bollywood-movies/gabbar-is-back/","True"
"215","Raajneeti","2010","N/A","04 Jun 2010","163 min","Crime, Drama, Thriller","Prakash Jha","Prakash Jha, Anjum Rajabali, Sameer (lyrics)","Naseeruddin Shah, Arjun Rampal, Nana Patekar, Ranbir Kapoor","When the American-educated scion of a powerful Indian family returns to the subcontinent, his first taste of power starts him down a corrupt path.","Hindi, English","India","1 win & 14 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwMzE5NzE3Nl5BMl5BanBnXkFtZTcwMDMyODE1Mw@@._V1_SX300.jpg","Internet Movie Database","7.1/10","N/A","7.1","12,816","tt1291465","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/rajneeti/","12 Aug 2010","$2,000,000","UTV Distribution","http://www.raajneeti.net","True"
"216","Wazir","2016","N/A","08 Jan 2016","103 min","Action, Crime, Drama","Bejoy Nambiar","Vidhu Vinod Chopra (story), Vidhu Vinod Chopra (screenplay), Abhijat Joshi (screenplay), Bejoy Nambiar (screenplay), Natasha Sahgal (screenplay), Shubhra Marfatia (screenplay), Abhijeet Deshpande (dialogue), Gazal Dhaliwal (dialogue)","Amitabh Bachchan, Farhan Akhtar, Aditi Rao Hydari, Manav Kaul","A grief-stricken cop and an amputee grandmaster are brought together by a peculiar twist of fate as part of a wider conspiracy that has darkened their lives.","Hindi","India","1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNDU4NDMyOV5BMl5BanBnXkFtZTgwNjcyNzU0NzE@._V1_SX300.jpg","Internet Movie Database","7.2/10","N/A","7.2","12,764","tt0315642","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/wazir/","N/A","$586,028","Rajkumar Hirani Films","N/A","True"
"217","Yennai Arindhaal","2015","N/A","05 Feb 2015","168 min","Action, Drama, Mystery","Gautham Menon","Thiagarajan Kumararaja, Gautham Menon, Shridhar Raghavan","Ajith Kumar, Arun Vijay, Trisha Krishnan, Anushka Shetty","A cop, while fighting an old rival, learns about himself.","Tamil, Telugu","India","1 win & 6 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BYzM1M2UyZTgtOWI4My00NThmLThiYjctYzg4ODUyN2MxNWNmXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_SX300.jpg","Internet Movie Database","7.3/10","N/A","7.3","5,891","tt4258292","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.rottentomatoes.com/m/yennai_arindhaal","N/A","$105,184","N/A","N/A","True"
"218","Dasavatharam","2008","N/A","13 Jun 2008","189 min","Action, Adventure, Drama","K.S. Ravikumar","Kamal Haasan (dialogue), Kamal Haasan (story), Atul Tiwari (dialogues)","Kamal Haasan, Asin, Mallika Sherawat, Napolean","An American bio-technologist must race against time and heavy odds to retrieve a deadly chemical in a vial.","Tamil","India","2 wins & 5 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BNjY0MGI3NTUtMjIzYy00OTM3LWI4YjMtNWQyMDgyMjU2YzYwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg","Internet Movie Database","7.2/10","N/A","7.2","6,441","tt0479651","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/dasavathaaram_2008/","N/A","N/A","N/A","N/A","True"
"219","Tamasha","2015","N/A","27 Nov 2015","139 min","Comedy, Drama, Romance","Imtiaz Ali","Imtiaz Ali","Deepika Padukone, Ranbir Kapoor, Vivek Mushran, Piyush Mishra","Tamasha is about the journey of someone who has lost his edge in trying to follow socially acceptable conventions of society. The film is based on the central theme of abrasion and loss of ...","Hindi","India","2 wins & 3 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1MTc0Mjc4Ml5BMl5BanBnXkFtZTgwNjU5Nzk4NjE@._V1_SX300.jpg","Internet Movie Database","7.2/10","N/A","7.2","15,054","tt3148502","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/tamasha/","N/A","N/A","UTV Communications","N/A","True"
